"Personas","Edad","Tiempo","Monto","Dia","Soporte","Encuesta"
"TKWNZT",26,2.99,29900,"Domingo","Si","Muy mala"
"XEWWAE",18,1.97,19700,"Martes","No","Mala"
"HHZHRB",74,3.27,32700,"Miercoles","Si","Mala"
"REMLOO",90,1.43,14300,"Domingo","No","Buena"
"KLLLIR",24,3.72,37200,"Sabado","No","Mala"
"EERZRX",88,1.11,11100,"Miercoles","Si","Normal"
"CPGRUA",54,1.86,18600,"Viernes","No","Buena"
"OIKCWQ",64,3.75,37500,"Domingo","No","Mala"
"PECJMN",50,3.69,36900,"Domingo","No","Buena"
"IWGHEI",29,2.88,28800,"Miercoles","Si","Normal"
"ANDAFJ",76,1.9,19000,"Jueves","No","Buena"
"KUYFCL",5,0.52,5200,"Martes","No","Muy Buena"
"JEGKWA",24,1.42,14200,"Jueves","Si","Normal"
"BCKTST",89,2.18,21800,"Sabado","No","Normal"
"BOWVKF",22,3.39,33900,"Lunes","No","Normal"
"UGSYWM",75,3.85,38500,"Viernes","No","Muy Buena"
"QMDUGL",86,2.89,28900,"Domingo","Si","Buena"
"LJIHXP",5,2.24,22400,"Sabado","No","Normal"
"YZYGJX",35,1.91,19100,"Jueves","Si","Mala"
"MODOYV",38,0.52,5200,"Jueves","No","Mala"
"XHPETA",59,1.98,19800,"Miercoles","No","Normal"
"CQCHFR",21,1.32,13200,"Sabado","No","Normal"
"FNHWRY",16,2.48,24800,"Sabado","No","Normal"
"GISROM",52,1.27,12700,"Martes","No","Muy Buena"
"KTRUJX",30,2.66,26600,"Sabado","No","Normal"
"JZZMTQ",75,1.69,16900,"Miercoles","No","Buena"
"QDCPZU",16,2.94,29400,"Sabado","No","Buena"
"ABMOPJ",68,2.92,29200,"Miercoles","No","Muy Buena"
"GIGQOD",74,2.92,29200,"Sabado","No","Normal"
"OZLDYG",22,3.47,34700,"Sabado","Si","Muy Buena"
"IYMFEJ",85,1.38,13800,"Sabado","No","Normal"
"ECLZNS",6,3.87,38700,"Miercoles","No","Muy mala"
"ECDXTM",14,1.98,19800,"Martes","No","Buena"
"NOYTLN",74,3.84,38400,"Viernes","No","Buena"
"YOBTHA",69,1.32,13200,"Sabado","No","Mala"
"EXEMKM",89,3.47,34700,"Martes","No","Normal"
"HPZBXX",19,1.91,19100,"Sabado","No","Normal"
"XKEUBK",12,3.49,34900,"Sabado","No","Buena"
"SMVMSR",59,1.06,10600,"Domingo","No","Buena"
"YWHXAW",84,3.67,36700,"Domingo","No","Normal"
"ZZTWYT",82,3.53,35300,"Domingo","Si","Normal"
"SZQCAL",81,3.75,37500,"Domingo","No","Mala"
"RMGTJP",91,2.11,21100,"Sabado","No","Mala"
"WEWQYA",37,0.77,7700,"Sabado","No","Mala"
"POENNL",18,2.06,20600,"Domingo","No","Muy mala"
"AWEAEW",17,1.15,11500,"Viernes","No","Normal"
"VFVARD",46,1.06,10600,"Viernes","Si","Buena"
"KCRATK",15,1.19,11900,"Lunes","No","Buena"
"TFHKOP",15,3.68,36800,"Domingo","No","Mala"
"HKABXM",30,1.25,12500,"Domingo","Si","Normal"
"GFRDTV",71,2.81,28100,"Jueves","No","Normal"
"HFSCLT",83,3.41,34100,"Domingo","No","Normal"
"ENPLCT",25,2.51,25100,"Viernes","No","Muy mala"
"DXIARW",91,2.5,25000,"Domingo","No","Mala"
"WYFVVE",25,1.46,14600,"Viernes","No","Mala"
"VVVPNA",54,1.78,17800,"Miercoles","No","Mala"
"ULRJSB",89,3.62,36200,"Sabado","No","Mala"
"YNFVHW",36,1.71,17100,"Lunes","No","Muy mala"
"UVKMOW",36,1.29,12900,"Martes","Si","Normal"
"LBIGOP",17,3.35,33500,"Domingo","No","Normal"
"ZXYPMN",56,2.11,21100,"Jueves","Si","Mala"
"HQBWDV",45,0.82,8200,"Sabado","No","Normal"
"MKBGGS",85,0.77,7700,"Sabado","No","Mala"
"HLZVUS",46,2.6,26000,"Domingo","No","Normal"
"YTIVLC",61,1.3,13000,"Viernes","Si","Muy Buena"
"DVPVFY",39,2.08,20800,"Miercoles","No","Normal"
"KDTPDJ",48,0.62,6200,"Sabado","Si","Muy Buena"
"PNFDEJ",45,3.72,37200,"Martes","No","Muy Buena"
"ASLLFU",63,3.8,38000,"Miercoles","Si","Muy mala"
"XTBTQX",50,3.94,39400,"Domingo","Si","Normal"
"OTGZHU",66,1.17,11700,"Viernes","Si","Mala"
"BNLLNO",50,3.31,33100,"Sabado","No","Muy Buena"
"XVIMOP",46,3.7,37000,"Sabado","No","Normal"
"BOPTBI",69,1.38,13800,"Domingo","No","Normal"
"HHLLEH",63,2.34,23400,"Viernes","No","Buena"
"ZNWFSR",57,2.47,24700,"Lunes","Si","Mala"
"DTOXFR",76,3.67,36700,"Jueves","Si","Normal"
"UIDXJV",34,3.3,33000,"Domingo","No","Muy Buena"
"MTAIPG",62,1.66,16600,"Viernes","Si","Buena"
"BRXTRE",68,0.65,6500,"Domingo","No","Muy mala"
"IJARMB",85,2.2,22000,"Lunes","No","Muy mala"
"BTHDYF",77,3.85,38500,"Viernes","No","Muy mala"
"CJJBOO",92,1.2,12000,"Sabado","No","Mala"
"BMWIIQ",66,0.77,7700,"Martes","No","Muy mala"
"FWXCRE",83,2.11,21100,"Viernes","No","Muy Buena"
"ZDBBBM",27,3.66,36600,"Martes","No","Buena"
"GNIKBE",51,1.99,19900,"Domingo","No","Mala"
"IGKZEZ",90,0.55,5500,"Domingo","No","Mala"
"TYYNWL",68,2.08,20800,"Miercoles","No","Normal"
"GGDJDI",23,2.83,28300,"Miercoles","No","Muy mala"
"PDQRFT",83,2.84,28400,"Viernes","No","Mala"
"VSHKWC",41,3.97,39700,"Martes","No","Buena"
"FEVZBZ",58,1.07,10700,"Domingo","No","Normal"
"FYDMOF",44,2.05,20500,"Domingo","No","Muy Buena"
"NVAMQU",22,1.98,19800,"Viernes","No","Mala"
"JOZGFP",84,1.02,10200,"Domingo","No","Mala"
"UHCBTJ",59,3.83,38300,"Martes","No","Mala"
"TMLYCM",19,2.09,20900,"Sabado","No","Buena"
"HXRSCO",14,2.83,28300,"Miercoles","Si","Muy Buena"
"NKRVYS",55,2.26,22600,"Domingo","No","Muy Buena"
"RTRCTU",83,1.82,18200,"Sabado","No","Mala"
"XJQGKI",75,1.09,10900,"Miercoles","No","Normal"
"KHCXGA",42,2.6,26000,"Viernes","No","Normal"
"UMSWUL",83,1.87,18700,"Viernes","No","Buena"
"AHPAHA",33,3.83,38300,"Viernes","No","Muy Buena"
"DWWIVL",19,0.92,9200,"Sabado","Si","Normal"
"ZTUMWJ",51,2.38,23800,"Domingo","No","Buena"
"NSVOQL",86,1.59,15900,"Sabado","No","Normal"
"RVSZDJ",45,3.94,39400,"Jueves","Si","Muy Buena"
"HMOMDV",25,0.6,6000,"Miercoles","Si","Muy Buena"
"SVXEKO",90,2.22,22200,"Sabado","No","Mala"
"PBNTCI",65,2.26,22600,"Jueves","No","Normal"
"IGHCMH",21,3.92,39200,"Miercoles","Si","Mala"
"IVWMFY",39,3,30000,"Miercoles","No","Buena"
"FRIOGD",82,2.34,23400,"Domingo","Si","Mala"
"XUMGOG",59,0.9,9000,"Lunes","No","Normal"
"NLQEAZ",36,0.65,6500,"Domingo","No","Normal"
"FXBMVT",10,2.71,27100,"Sabado","No","Normal"
"GCWDWY",71,0.69,6900,"Sabado","No","Normal"
"VPBIHA",45,3.95,39500,"Sabado","No","Normal"
"CNISAN",31,2.12,21200,"Sabado","Si","Normal"
"IQLKYF",29,1.38,13800,"Lunes","No","Buena"
"OHBXHZ",68,1.58,15800,"Domingo","No","Normal"
"CCDKBM",10,2.5,25000,"Jueves","Si","Normal"
"KBHVND",60,3.89,38900,"Sabado","No","Mala"
"SFHPST",55,1.52,15200,"Sabado","No","Muy Buena"
"FSQBWN",85,1.59,15900,"Jueves","No","Normal"
"NYGCDE",26,2.03,20300,"Domingo","No","Muy mala"
"XVEWFK",92,1.84,18400,"Domingo","No","Muy Buena"
"OHTCXB",72,3.34,33400,"Jueves","No","Muy mala"
"HPTUTP",75,0.95,9500,"Domingo","No","Mala"
"HFRNFL",60,1.36,13600,"Lunes","No","Mala"
"XIYMSU",30,3.14,31400,"Lunes","No","Muy mala"
"SIZHUL",9,3.23,32300,"Jueves","No","Normal"
"YWZYAV",49,0.71,7100,"Viernes","Si","Muy Buena"
"GBIFRQ",41,1.08,10800,"Sabado","No","Buena"
"RQQCBC",6,1.91,19100,"Sabado","No","Mala"
"YNUBES",71,3.22,32200,"Martes","No","Muy mala"
"HIQIZA",53,3.08,30800,"Domingo","No","Muy mala"
"YZGQGU",37,2.33,23300,"Sabado","No","Normal"
"MFXUTP",27,1.7,17000,"Domingo","No","Normal"
"WRLSZS",31,3.41,34100,"Martes","No","Normal"
"RNNEHW",52,1.37,13700,"Jueves","Si","Buena"
"AMEKUA",72,2.79,27900,"Jueves","No","Normal"
"PXAJQS",29,0.8,8000,"Jueves","No","Mala"
"RNGFKP",27,2.94,29400,"Jueves","No","Buena"
"UJXCWK",88,3.21,32100,"Lunes","No","Normal"
"VHYPUC",13,3.88,38800,"Sabado","Si","Normal"
"ZZQPQK",61,1.64,16400,"Jueves","No","Mala"
"TYVBPM",19,1.38,13800,"Lunes","No","Mala"
"CKXIMM",19,1.73,17300,"Domingo","No","Muy Buena"
"CHOVOP",51,1.8,18000,"Domingo","No","Muy Buena"
"YWHNUI",59,3.35,33500,"Sabado","Si","Muy mala"
"OIVXHN",54,0.84,8400,"Domingo","No","Mala"
"XFIKBY",23,3.37,33700,"Viernes","No","Muy mala"
"KFKYQN",89,1.02,10200,"Sabado","No","Buena"
"HTQRBU",63,2.06,20600,"Miercoles","No","Muy mala"
"HXRENW",84,1.54,15400,"Domingo","No","Normal"
"KKYHHD",52,3.86,38600,"Martes","No","Normal"
"EKNBIR",42,0.64,6400,"Domingo","Si","Mala"
"TNEIKS",70,2.9,29000,"Domingo","No","Muy mala"
"FLQZDY",62,2.93,29300,"Sabado","No","Muy Buena"
"LXPNPM",76,1,10000,"Sabado","No","Buena"
"ZWURRG",28,1.35,13500,"Miercoles","No","Buena"
"QVWDRF",60,2.24,22400,"Sabado","No","Mala"
"XZVWAT",44,2.89,28900,"Miercoles","No","Muy Buena"
"RNAVLL",22,2.11,21100,"Miercoles","No","Mala"
"BSGYDZ",61,1.36,13600,"Lunes","No","Normal"
"QBQGAP",18,1.5,15000,"Sabado","Si","Muy mala"
"QBYBWX",68,3.27,32700,"Lunes","No","Mala"
"HHEUYC",71,1.41,14100,"Sabado","No","Buena"
"TBCUOP",26,3.18,31800,"Lunes","Si","Mala"
"PYGBPE",5,3.93,39300,"Domingo","Si","Normal"
"HGYTEW",34,1.51,15100,"Sabado","No","Normal"
"LIWFDQ",87,3.94,39400,"Miercoles","No","Mala"
"UJKZYP",54,3.73,37300,"Jueves","No","Buena"
"OEHTUI",13,1.25,12500,"Sabado","No","Muy Buena"
"RSHUVG",51,1.61,16100,"Sabado","No","Normal"
"XRBEFY",51,3.15,31500,"Viernes","No","Normal"
"NXDMBM",40,2.78,27800,"Viernes","Si","Normal"
"OCOXWD",90,3.34,33400,"Viernes","No","Buena"
"NCQLLS",58,1.23,12300,"Sabado","Si","Buena"
"ZLHDJS",23,0.65,6500,"Lunes","No","Normal"
"GOODGB",19,3.71,37100,"Domingo","No","Muy Buena"
"GXPWEX",48,2.05,20500,"Miercoles","Si","Muy mala"
"YIAATN",29,3.29,32900,"Jueves","No","Muy Buena"
"GYGGRU",18,2.21,22100,"Viernes","No","Muy Buena"
"RTZBJK",88,2.98,29800,"Sabado","No","Muy mala"
"GBZXLK",26,3.35,33500,"Viernes","Si","Normal"
"FBVMWK",49,1.92,19200,"Jueves","No","Normal"
"ACMYOL",41,3.75,37500,"Lunes","No","Normal"
"MCISSF",46,2.96,29600,"Viernes","No","Muy Buena"
"WCCKGJ",88,2.31,23100,"Sabado","No","Buena"
"NQUTBC",61,1.8,18000,"Domingo","No","Normal"
"JUUXTP",90,2.68,26800,"Sabado","No","Normal"
"AKAKTU",60,0.6,6000,"Domingo","No","Muy mala"
"FRWZBG",52,3.31,33100,"Viernes","Si","Normal"
"LYPNFN",80,2.07,20700,"Viernes","No","Mala"
"YIAGUC",29,2.95,29500,"Miercoles","No","Normal"
"FSSJHE",85,3.01,30100,"Sabado","No","Muy Buena"
"GDPHRH",73,3.31,33100,"Lunes","No","Mala"
"MZSVSD",69,2.78,27800,"Domingo","No","Muy Buena"
"XSSXUV",63,3.57,35700,"Miercoles","No","Buena"
"XGXIZP",28,2.69,26900,"Domingo","Si","Muy mala"
"MRKLAJ",87,3.05,30500,"Lunes","No","Mala"
"QULUDP",60,1.56,15600,"Domingo","Si","Normal"
"GCRNAP",90,2.55,25500,"Miercoles","Si","Buena"
"ZPJFXZ",20,3.26,32600,"Sabado","No","Muy mala"
"UPMSLK",33,2.25,22500,"Sabado","No","Normal"
"FBPTWC",12,1.23,12300,"Lunes","No","Muy Buena"
"QDXZOW",14,0.81,8100,"Lunes","No","Buena"
"HODTDF",60,1.7,17000,"Viernes","No","Mala"
"FWYLXO",58,2.76,27600,"Domingo","No","Mala"
"URKXQE",53,0.84,8400,"Martes","No","Buena"
"QOQSIO",68,0.75,7500,"Viernes","No","Buena"
"YUDSQO",33,1.36,13600,"Lunes","No","Muy mala"
"ZIXXYS",83,2.07,20700,"Jueves","Si","Muy mala"
"MUNFTL",91,2.85,28500,"Viernes","Si","Muy Buena"
"JIYSXP",18,1.59,15900,"Jueves","No","Normal"
"WNGJPL",87,2.3,23000,"Jueves","No","Normal"
"YBPATS",32,0.56,5600,"Sabado","No","Normal"
"MAHZNA",21,2.49,24900,"Domingo","No","Muy mala"
"AUXMEM",89,1.68,16800,"Jueves","No","Normal"
"MUXRIH",51,1.76,17600,"Sabado","Si","Buena"
"TLAYFO",43,2.04,20400,"Domingo","No","Buena"
"LQKXEB",49,2.18,21800,"Jueves","No","Muy Buena"
"GTKZPA",76,3.53,35300,"Jueves","No","Normal"
"CUJZGA",80,1.72,17200,"Miercoles","No","Buena"
"IIGVYR",82,0.79,7900,"Domingo","Si","Mala"
"PQGAPA",6,2.52,25200,"Domingo","Si","Mala"
"GFSLKS",75,3.78,37800,"Domingo","Si","Muy Buena"
"SADMTJ",68,1.57,15700,"Miercoles","No","Normal"
"HQWBVQ",48,1.77,17700,"Lunes","No","Muy Buena"
"NUHZDF",18,1.25,12500,"Miercoles","No","Mala"
"VZSFTB",64,3.76,37600,"Domingo","No","Normal"
"TBJYKX",16,1.08,10800,"Domingo","No","Mala"
"TSQOEQ",79,2.18,21800,"Jueves","No","Mala"
"BHYFLB",89,3.64,36400,"Domingo","No","Muy mala"
"BGSIDP",27,3.49,34900,"Sabado","No","Normal"
"HWRURB",65,3.19,31900,"Viernes","No","Muy Buena"
"LIVAPZ",75,2.88,28800,"Martes","No","Muy Buena"
"HWSHFW",91,3.83,38300,"Miercoles","No","Buena"
"QLXQOS",16,2.5,25000,"Martes","No","Muy mala"
"WNYLPT",33,3.27,32700,"Jueves","No","Normal"
"EKUCGH",92,3.5,35000,"Sabado","No","Normal"
"OFYXNH",83,0.87,8700,"Martes","No","Mala"
"JKVZJX",14,1.36,13600,"Sabado","No","Mala"
"IFWAXE",56,1.33,13300,"Lunes","No","Normal"
"IPUAIP",12,2.34,23400,"Jueves","No","Mala"
"AAGEGJ",19,2,20000,"Jueves","No","Normal"
"WJIJOY",75,0.65,6500,"Domingo","No","Normal"
"XTFXRF",86,3.11,31100,"Lunes","No","Normal"
"AJXGOM",43,2.27,22700,"Lunes","No","Normal"
"JNCLQJ",7,3.45,34500,"Miercoles","No","Muy Buena"
"DNVMHM",66,0.72,7200,"Sabado","No","Muy Buena"
"JIHADQ",56,3.63,36300,"Domingo","Si","Mala"
"NYSDZO",35,3.33,33300,"Miercoles","No","Normal"
"OIPKXN",82,0.57,5700,"Sabado","No","Normal"
"XNWJWT",33,3.67,36700,"Miercoles","No","Muy Buena"
"KUYDKM",61,2.83,28300,"Domingo","No","Normal"
"YNZVSV",45,3.08,30800,"Domingo","No","Muy Buena"
"DNQTCO",82,2.68,26800,"Lunes","No","Mala"
"QMDKFI",52,1.25,12500,"Viernes","Si","Normal"
"QTFFLV",48,2.41,24100,"Sabado","No","Normal"
"VHRAKK",80,2.58,25800,"Viernes","No","Buena"
"HAYQFW",84,4,40000,"Martes","No","Mala"
"LYQAFI",48,2.38,23800,"Jueves","No","Buena"
"HWWCQD",55,1.19,11900,"Miercoles","No","Normal"
"MGYDDZ",83,2.12,21200,"Domingo","No","Mala"
"IKGLOU",9,1.48,14800,"Domingo","No","Normal"
"ZNNHNL",70,2.59,25900,"Martes","No","Muy Buena"
"YJIGUY",68,3.02,30200,"Viernes","Si","Muy Buena"
"FECCNY",60,3.41,34100,"Sabado","No","Mala"
"GLLCYO",77,2.83,28300,"Domingo","No","Muy Buena"
"NDJKIJ",9,1.7,17000,"Domingo","No","Buena"
"YCZUUM",26,1.9,19000,"Miercoles","No","Buena"
"CUDEKZ",62,0.82,8200,"Sabado","No","Muy mala"
"TMATBN",15,2.82,28200,"Domingo","Si","Muy mala"
"BNFPJT",68,2.02,20200,"Domingo","No","Normal"
"MYUNBI",7,3.11,31100,"Domingo","No","Muy mala"
"MTVHZR",92,2.38,23800,"Domingo","No","Buena"
"CQPYTK",17,2.81,28100,"Martes","No","Muy mala"
"EHYKWG",52,1.79,17900,"Martes","No","Mala"
"IHWNQX",36,1.79,17900,"Domingo","No","Normal"
"AOVWAM",86,0.91,9100,"Sabado","No","Muy mala"
"LPHOSW",65,2.69,26900,"Sabado","No","Normal"
"FMNFZK",15,1.79,17900,"Domingo","No","Mala"
"OKOHQW",83,0.84,8400,"Miercoles","No","Buena"
"PRVFCC",85,3.81,38100,"Sabado","Si","Normal"
"VEOXRC",80,3.72,37200,"Viernes","No","Normal"
"IWPXRJ",40,3.1,31000,"Sabado","No","Normal"
"WSTMXP",66,1.14,11400,"Domingo","No","Muy Buena"
"HEXRTQ",29,3.98,39800,"Lunes","Si","Buena"
"ZIRJVX",32,1.64,16400,"Miercoles","No","Mala"
"ZWYXFZ",9,3.58,35800,"Sabado","No","Muy Buena"
"OMDWTA",62,2.02,20200,"Miercoles","No","Mala"
"PENMYO",91,2.65,26500,"Viernes","No","Buena"
"SKRQTG",27,2.29,22900,"Jueves","No","Normal"
"KIUDUK",35,2.84,28400,"Viernes","No","Buena"
"KXPMDO",7,2.46,24600,"Sabado","No","Normal"
"EDVIJV",41,1.12,11200,"Viernes","Si","Normal"
"PDYNDS",65,0.85,8500,"Jueves","No","Normal"
"BBSNBC",51,0.7,7000,"Domingo","No","Normal"
"UXZNTU",12,2.41,24100,"Miercoles","Si","Normal"
"AMTZNY",68,3.22,32200,"Jueves","No","Muy Buena"
"YMUGWY",76,1.29,12900,"Domingo","No","Normal"
"BEROBG",72,1.89,18900,"Sabado","No","Normal"
"WLRHLB",25,0.57,5700,"Martes","No","Normal"
"ARJKCV",35,0.8,8000,"Sabado","Si","Mala"
"HGKEOK",88,1.12,11200,"Lunes","No","Mala"
"EYWDAT",26,1.42,14200,"Sabado","No","Buena"
"TQVXUH",41,3.25,32500,"Domingo","No","Muy mala"
"UQJPHC",51,3.12,31200,"Miercoles","No","Mala"
"XQFDXO",87,2.61,26100,"Viernes","Si","Mala"
"VYXAMK",45,0.67,6700,"Domingo","No","Buena"
"VOVDIQ",41,2.35,23500,"Viernes","No","Normal"
"BKMXRW",62,3.43,34300,"Sabado","No","Mala"
"TEKXPD",16,1.52,15200,"Domingo","Si","Mala"
"ZLWBVS",25,1.28,12800,"Viernes","No","Normal"
"GBXODO",41,1.43,14300,"Jueves","No","Muy Buena"
"VOEWIJ",22,1.55,15500,"Jueves","No","Buena"
"YPTEMN",43,3.12,31200,"Sabado","No","Muy Buena"
"FEXVSS",59,2.74,27400,"Viernes","No","Normal"
"EQBDRV",20,2.94,29400,"Viernes","Si","Normal"
"NBSRRH",11,2.57,25700,"Martes","Si","Normal"
"YIINHB",12,2.66,26600,"Lunes","No","Normal"
"RZCBVP",40,1.13,11300,"Jueves","No","Normal"
"PKQFRJ",59,1.68,16800,"Miercoles","No","Normal"
"QOOINF",43,0.61,6100,"Viernes","No","Buena"
"MAVSCV",58,0.94,9400,"Martes","No","Normal"
"NFCINU",28,2.07,20700,"Miercoles","No","Buena"
"RHHAJZ",33,0.54,5400,"Martes","No","Buena"
"LJEPSL",49,3.9,39000,"Viernes","No","Normal"
"AOMFUG",12,0.72,7200,"Viernes","No","Mala"
"CXVAFS",16,3.79,37900,"Lunes","No","Mala"
"UTGDKI",92,0.58,5800,"Domingo","No","Mala"
"ZJTSZS",50,2.16,21600,"Domingo","No","Buena"
"MTSKYI",16,3.41,34100,"Sabado","No","Muy Buena"
"QPIWMP",82,1.27,12700,"Sabado","No","Normal"
"OYBFZP",43,2.48,24800,"Domingo","No","Muy mala"
"CSAKJR",87,1.13,11300,"Sabado","No","Mala"
"ONUJXX",63,0.75,7500,"Domingo","No","Muy mala"
"JHCBST",84,3.05,30500,"Sabado","No","Muy mala"
"KFHLXE",9,2.22,22200,"Miercoles","Si","Normal"
"OEVBBJ",77,2.99,29900,"Martes","No","Buena"
"PFHQLL",70,1.83,18300,"Jueves","No","Normal"
"RPZWNS",72,1.43,14300,"Domingo","Si","Muy mala"
"QWFZJR",21,2.85,28500,"Lunes","No","Normal"
"TJWVPU",28,2.63,26300,"Sabado","No","Normal"
"XVFLMP",19,3.08,30800,"Sabado","No","Normal"
"AINJED",23,1,10000,"Domingo","No","Mala"
"NASPSJ",58,3.28,32800,"Domingo","Si","Normal"
"URKKOY",22,2.22,22200,"Domingo","Si","Muy Buena"
"SDNMHW",8,2.35,23500,"Lunes","No","Normal"
"SXFWAF",9,1.18,11800,"Miercoles","No","Normal"
"WATUAL",11,2.22,22200,"Miercoles","No","Muy mala"
"ESLFFQ",33,3.4,34000,"Jueves","No","Buena"
"HFAJJS",34,3.68,36800,"Martes","No","Mala"
"XJPKJK",83,1.22,12200,"Viernes","Si","Muy mala"
"ANMRSV",16,1.81,18100,"Sabado","No","Buena"
"KDHBJM",65,1.31,13100,"Domingo","No","Mala"
"JAOKSS",50,1.73,17300,"Jueves","No","Mala"
"TCCVES",75,2.92,29200,"Sabado","No","Normal"
"IZIGTO",17,2.39,23900,"Sabado","No","Normal"
"BKCFKD",27,3.5,35000,"Sabado","No","Muy mala"
"EKCXYK",70,3.6,36000,"Sabado","No","Buena"
"TQWBOG",48,1.25,12500,"Domingo","No","Muy Buena"
"XEWNGP",32,2.33,23300,"Domingo","No","Mala"
"QLWIAR",27,3.05,30500,"Sabado","Si","Normal"
"DMBRVX",81,1.68,16800,"Viernes","No","Muy Buena"
"DYQLQX",54,1.07,10700,"Jueves","No","Muy Buena"
"CRGVYK",43,1.36,13600,"Domingo","No","Normal"
"LIGPUL",44,1.72,17200,"Miercoles","No","Normal"
"EHYCNZ",53,3.49,34900,"Domingo","No","Normal"
"WSRKSB",9,0.97,9700,"Viernes","Si","Buena"
"XACTRC",40,2.93,29300,"Sabado","No","Normal"
"XNOGIB",21,0.94,9400,"Jueves","No","Buena"
"CYGKWC",88,3.59,35900,"Martes","No","Muy Buena"
"HWSPFO",66,0.64,6400,"Domingo","No","Normal"
"RVRFVX",71,1.5,15000,"Martes","No","Normal"
"LXOAAX",19,0.87,8700,"Sabado","No","Normal"
"ZZAQJF",79,3.85,38500,"Domingo","No","Buena"
"THYSCV",31,3.66,36600,"Sabado","No","Mala"
"EAMNRW",14,2.16,21600,"Lunes","No","Mala"
"DGQOQK",53,2.5,25000,"Jueves","Si","Muy mala"
"ZMTOCQ",63,3.69,36900,"Martes","No","Buena"
"UFSFFW",44,1.76,17600,"Sabado","No","Normal"
"HPOKCP",15,1.62,16200,"Domingo","No","Mala"
"MUAWVH",29,1.16,11600,"Miercoles","No","Normal"
"SIDFJO",15,2.9,29000,"Domingo","No","Muy Buena"
"MOHFCL",63,1.02,10200,"Domingo","No","Muy Buena"
"QMJCVO",78,1.68,16800,"Domingo","No","Buena"
"KOBXYF",54,0.52,5200,"Jueves","No","Normal"
"FPMHRS",59,1.38,13800,"Sabado","No","Normal"
"SYBMVO",68,0.52,5200,"Domingo","No","Mala"
"XUJQTN",84,1.75,17500,"Sabado","No","Muy Buena"
"QUJCLG",34,1.38,13800,"Domingo","No","Buena"
"FUKHXH",67,2.45,24500,"Miercoles","No","Mala"
"LHANQL",72,3.3,33000,"Lunes","Si","Mala"
"RLHIDO",37,3.05,30500,"Sabado","No","Normal"
"ODUCWE",60,2.83,28300,"Sabado","No","Mala"
"GZNQFX",56,2.78,27800,"Domingo","No","Muy Buena"
"SZQCQR",92,2.87,28700,"Domingo","No","Muy Buena"
"OGDLSM",29,0.55,5500,"Sabado","No","Mala"
"FROGDZ",22,3.49,34900,"Domingo","No","Muy mala"
"UWEGXP",57,3.31,33100,"Jueves","No","Muy Buena"
"ZLSBZW",39,3.6,36000,"Miercoles","No","Buena"
"RHISFJ",87,1.96,19600,"Lunes","Si","Buena"
"HBUYVJ",64,3.26,32600,"Jueves","No","Normal"
"LCFEFS",17,3.72,37200,"Jueves","No","Normal"
"EHWPAE",49,1.36,13600,"Lunes","No","Muy Buena"
"UJVMSP",82,3.14,31400,"Domingo","No","Normal"
"EYOWFJ",81,1.62,16200,"Domingo","No","Normal"
"WXVDKU",86,2.33,23300,"Sabado","No","Normal"
"PAIVIH",40,2,20000,"Domingo","No","Muy Buena"
"LHVUMV",89,0.81,8100,"Lunes","No","Mala"
"YAENND",68,3.89,38900,"Martes","No","Normal"
"LYROHD",75,2.35,23500,"Jueves","No","Normal"
"UVUHHC",8,2.05,20500,"Jueves","No","Muy Buena"
"OGQCAY",59,0.68,6800,"Miercoles","Si","Mala"
"MUGUOZ",47,1.3,13000,"Domingo","No","Buena"
"DYOQXK",83,1.24,12400,"Viernes","No","Muy Buena"
"SXGELV",54,2.16,21600,"Sabado","No","Buena"
"XNJMXF",19,2.23,22300,"Domingo","No","Mala"
"YSBXNP",84,2.66,26600,"Martes","No","Normal"
"SMXYWG",74,3.42,34200,"Sabado","No","Normal"
"LJIOJA",58,2.59,25900,"Viernes","No","Muy mala"
"ZWHMCV",92,3.46,34600,"Domingo","No","Normal"
"FJLSYH",36,0.87,8700,"Viernes","No","Normal"
"DAOJLH",34,2.41,24100,"Jueves","No","Muy mala"
"NOSAIP",90,1.66,16600,"Lunes","No","Mala"
"BJHCUN",65,2.53,25300,"Sabado","No","Buena"
"VEXFUH",76,3.04,30400,"Domingo","Si","Muy mala"
"SPWTOW",28,2.15,21500,"Sabado","No","Normal"
"QFEEXN",62,1.98,19800,"Sabado","No","Muy Buena"
"YBRVFB",54,3.26,32600,"Jueves","No","Mala"
"RDFTFD",14,1.04,10400,"Viernes","No","Normal"
"PULFTL",59,3.99,39900,"Domingo","No","Buena"
"DIDTZO",5,1.65,16500,"Sabado","Si","Normal"
"CYANUW",52,2.35,23500,"Viernes","No","Mala"
"IACDEP",92,0.7,7000,"Martes","No","Muy mala"
"ZWLOWK",78,3.65,36500,"Martes","No","Normal"
"USVCJZ",43,1.4,14000,"Viernes","No","Buena"
"KWKPER",25,2.13,21300,"Sabado","No","Mala"
"SNTGSG",58,3.15,31500,"Sabado","Si","Muy mala"
"WTMQZD",9,3.54,35400,"Domingo","No","Muy Buena"
"NJMOFM",79,3.82,38200,"Martes","No","Normal"
"SBTSXP",24,2.85,28500,"Sabado","No","Muy mala"
"UQCTXI",63,3.38,33800,"Domingo","No","Normal"
"WMMLAN",15,1.36,13600,"Martes","No","Buena"
"RUDGIH",38,2.33,23300,"Viernes","No","Normal"
"ANQBPC",9,0.92,9200,"Martes","No","Mala"
